003664 ef_bak_bakuha04_hy
f9cfd5 toba_item_lig_dmo
fb11a5 m67g_thr_def_sub
fb9fac ef_bos_scr_spirit01_ch_mw
fb9fec ef_bos_scr_spirit02_ch_mw
fea9cb ef_smk_peesteam_iy
feb663 ef_bak_bakuha01_hy
ff3663 ef_bak_bakuha02_hy
ff6177 solideye_wepcell_0
ff617f tags_enemyname
ffb663 ef_bak_bakuha03_hy
